subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag,tenure_days
S-dc3e11,A-2f6a32,2024-12-01,,Pro,19,931,11172,False,False,False,False,monthly,True,31
S-b18409,A-92a3af,2024-10-26,,Pro,25,1225,14700,False,False,False,False,monthly,True,67
S-d365af,A-4e44e8,2024-09-01,,Basic,11,209,2508,False,False,False,False,annual,True,122
S-eaf2e2,A-427b69,2024-10-24,,Pro,17,833,9996,False,False,False,False,annual,False,69
S-b7482e,A-cbd1a3,2024-12-16,,Basic,34,646,7752,False,False,False,False,annual,True,16
S-74704b,A-cb5333,2024-12-15,,Pro,33,1617,19404,False,False,False,False,monthly,True,17
S-f8e091,A-34d880,2024-10-21,,Enterprise,5,995,11940,False,False,False,False,monthly,True,72
S-41d741,A-65aeb5,2024-08-23,,Basic,28,532,6384,False,False,False,False,annual,True,131
S-79e254,A-474ad4,2024-03-23,,Pro,53,2597,31164,False,False,False,False,annual,False,284
S-2d21b9,A-b7b7b7,2024-07-12,,Pro,24,1176,14112,False,False,False,False,annual,True,173
S-d56460,A-d62e02,2024-10-02,,Enterprise,16,3184,38208,False,False,False,False,annual,True,91
S-8921cb,A-50bb9f,2024-07-22,,Enterprise,35,6965,83580,False,False,False,False,monthly,True,163
S-920d64,A-b7724f,2024-07-21,,Basic,12,228,2736,False,False,False,False,annual,True,164
S-ae7a5d,A-22f2df,2024-12-21,,Pro,15,735,8820,False,False,False,False,annual,True,11
S-d518e8,A-e4144b,2024-12-06,,Basic,41,0,0,True,False,False,False,monthly,True,26
S-3f1bb5,A-7e0a10,2023-12-21,,Basic,46,874,10488,False,False,False,False,annual,True,377
S-83ee41,A-ad3abd,2023-04-20,,Basic,44,836,10032,False,False,False,False,annual,True,622
S-9eeb7e,A-029f69,2024-12-02,,Basic,11,209,2508,False,False,False,False,monthly,False,30
S-649bb6,A-9f9299,2024-07-18,,Enterprise,28,5572,66864,False,False,False,False,annual,False,167
S-9f8b23,A-118f1c,2024-12-24,2024-12-26,Enterprise,128,25472,305664,False,False,False,True,annual,True,2
S-510009,A-0651a4,2024-11-16,,Enterprise,16,3184,38208,False,False,False,False,monthly,True,46
S-295bac,A-779e4e,2023-07-13,,Enterprise,58,11542,138504,False,False,False,False,monthly,True,538
S-b555de,A-af0cd2,2023-10-04,,Basic,19,361,4332,False,True,False,False,monthly,True,455
S-1f5841,A-b30291,2024-05-08,,Basic,5,95,1140,False,False,False,False,annual,True,238
S-0d6da2,A-e4144b,2024-11-28,,Enterprise,41,0,0,True,False,False,False,monthly,False,34
S-5c4dd7,A-0b0d6d,2024-12-31,,Pro,21,1029,12348,False,False,False,False,annual,True,1
S-904529,A-fe79a5,2024-03-02,2024-10-02,Basic,19,0,0,True,True,False,True,monthly,True,214
S-eed91a,A-22d9d2,2024-12-17,2024-12-20,Pro,32,1568,18816,False,False,True,True,monthly,True,3
S-71466f,A-d5a319,2024-01-16,,Basic,15,285,3420,False,False,False,False,annual,True,351
S-24d48b,A-7c83a1,2024-05-16,2024-07-29,Pro,12,588,7056,False,False,False,True,annual,True,74
S-518ce3,A-98a59a,2024-08-01,,Pro,148,0,0,True,False,True,False,annual,True,153
S-0e0ec8,A-cc102e,2024-05-06,,Basic,13,247,2964,False,False,False,False,annual,True,240
S-fe0869,A-d4e0d4,2024-11-16,,Enterprise,117,23283,279396,False,False,False,False,annual,True,46
S-457294,A-fa3095,2024-06-07,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,208
S-3bb28f,A-37f969,2024-01-20,,Enterprise,30,5970,71640,False,True,False,False,monthly,True,347
S-31d8aa,A-96bbc6,2024-05-28,,Pro,39,1911,22932,False,True,False,False,annual,True,218
S-29c16b,A-afa505,2024-07-24,2024-10-06,Pro,70,3430,41160,False,False,False,True,monthly,True,74
S-b3f2cb,A-812c5b,2024-06-19,,Enterprise,55,0,0,True,False,False,False,monthly,True,196
S-5d6528,A-22d9d2,2024-07-23,,Enterprise,8,1592,19104,False,False,False,False,monthly,True,162
S-dbb8b9,A-58b9ff,2024-08-09,,Pro,2,98,1176,False,False,False,False,monthly,False,145
S-9f7ef0,A-b3fe05,2024-10-31,,Enterprise,46,9154,109848,False,False,False,False,monthly,True,62
S-2178f0,A-b30291,2024-09-26,2024-11-02,Basic,5,0,0,True,False,False,True,monthly,True,37
S-31cec4,A-34ea2f,2024-10-28,,Basic,8,152,1824,False,False,False,False,monthly,True,65
S-a1426b,A-cc98bc,2023-12-31,,Basic,32,608,7296,False,False,False,False,annual,False,367
S-5ea66d,A-503d5a,2024-12-18,,Enterprise,4,796,9552,False,False,False,False,annual,True,14
S-4f9730,A-8adedc,2024-07-21,,Enterprise,25,0,0,True,False,False,False,monthly,True,164
S-befdf1,A-68f37c,2024-02-27,,Basic,13,247,2964,False,False,False,False,monthly,True,309
S-2b504d,A-6a4e2d,2023-07-12,,Enterprise,9,1791,21492,False,False,False,False,annual,True,539
S-4484ae,A-b07346,2024-12-08,,Enterprise,51,10149,121788,False,True,False,False,monthly,True,24
S-a2e1dd,A-c37cab,2024-08-10,2024-09-29,Enterprise,13,0,0,True,False,False,True,monthly,True,50
S-00dea4,A-a6d261,2024-01-14,,Enterprise,15,2985,35820,False,False,False,False,monthly,True,353
S-b73fdf,A-dbc825,2024-04-26,2024-08-07,Basic,19,361,4332,False,False,False,True,annual,True,103
S-07e821,A-e61e98,2023-11-09,,Pro,37,1813,21756,False,False,False,False,monthly,True,419
S-c8292c,A-cb5333,2024-05-04,,Basic,51,0,0,True,False,False,False,annual,True,242
S-47b86b,A-524364,2024-12-31,,Pro,11,539,6468,False,False,False,False,monthly,True,1
S-07976e,A-81edc3,2024-07-12,,Pro,5,245,2940,False,False,False,False,monthly,True,173
S-412125,A-1b9609,2024-01-14,,Basic,16,304,3648,False,False,False,False,monthly,True,353
S-1d15a7,A-1e50e0,2023-03-23,,Enterprise,19,3781,45372,False,True,False,False,monthly,True,650
S-655049,A-9779ad,2024-10-27,,Basic,40,0,0,True,False,False,False,monthly,False,66
S-9cfabf,A-0f3e88,2023-08-05,,Basic,7,133,1596,False,False,False,False,annual,True,515
S-dd80e4,A-0532a9,2024-11-24,,Enterprise,21,4179,50148,False,True,False,False,annual,True,38
S-1fb7ac,A-117171,2024-12-14,2024-12-17,Pro,45,2205,26460,False,False,False,True,annual,True,3
S-576519,A-cc98bc,2023-05-27,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,585
S-b23ec5,A-3be56b,2024-05-01,,Enterprise,18,3582,42984,False,False,True,False,annual,True,245
S-1cb993,A-84ebe4,2023-05-10,,Basic,18,342,4104,False,False,False,False,annual,True,602
S-c87692,A-dcc2f0,2023-10-02,,Basic,15,285,3420,False,False,False,False,annual,True,457
S-2aaa9c,A-4c38bc,2024-12-10,,Pro,36,1764,21168,False,False,False,False,monthly,True,22
S-8426e7,A-42e5e1,2024-10-18,,Enterprise,22,4378,52536,False,False,False,False,annual,True,75
S-ed857b,A-ad64c6,2024-03-07,,Enterprise,12,2388,28656,False,False,False,False,monthly,False,300
S-2843fe,A-089363,2024-06-26,,Basic,2,0,0,True,False,False,False,monthly,True,189
S-4c8e19,A-659280,2024-11-21,,Basic,17,323,3876,False,False,False,False,monthly,False,41
S-b4b084,A-ced9aa,2024-12-21,,Enterprise,5,995,11940,False,False,False,False,monthly,True,11
S-0802a4,A-a45270,2024-08-24,,Pro,79,3871,46452,False,False,False,False,annual,True,130
S-37879d,A-9779ad,2024-09-17,,Pro,40,1960,23520,False,False,False,False,monthly,False,106
S-8048cc,A-eb7c38,2024-07-04,,Basic,9,171,2052,False,False,True,False,annual,True,181
S-c2a14b,A-526d93,2024-11-08,2024-11-10,Enterprise,43,8557,102684,False,False,False,True,annual,False,2
S-549340,A-eb1312,2024-09-18,,Pro,25,1225,14700,False,False,False,False,monthly,True,105
S-83d49e,A-dbc825,2024-07-27,,Pro,19,931,11172,False,False,False,False,annual,True,158
S-2ad954,A-b9f5b1,2023-03-12,,Enterprise,42,0,0,True,False,False,False,monthly,True,661
S-4e4ef4,A-9ee962,2023-07-09,,Pro,25,1225,14700,False,False,True,False,monthly,True,542
S-a0d68d,A-c58f49,2024-08-10,,Basic,70,1330,15960,False,False,False,False,monthly,True,144
S-f3f2bd,A-560d27,2024-12-17,,Basic,29,0,0,True,False,False,False,annual,True,15
S-37a9e3,A-c608c8,2024-06-07,2024-06-29,Enterprise,11,2189,26268,False,False,False,True,monthly,False,22
S-c9d475,A-1986ca,2023-07-06,,Enterprise,20,3980,47760,False,False,False,False,annual,False,545
S-646813,A-a45270,2024-09-14,,Enterprise,14,0,0,True,False,False,False,monthly,True,109
S-d0bab8,A-94f8c9,2024-06-26,,Basic,74,1406,16872,False,True,False,False,annual,True,189
S-57bbae,A-a09355,2024-11-05,,Pro,14,686,8232,False,False,False,False,monthly,True,57
S-59778a,A-f6b2fb,2024-08-11,,Enterprise,49,9751,117012,False,False,False,False,monthly,True,143
S-94c40b,A-7c6b6b,2024-12-06,2024-12-26,Pro,26,1274,15288,False,False,False,True,annual,True,20
S-b9c6ce,A-e1462e,2024-10-06,,Enterprise,15,0,0,True,False,False,False,monthly,True,87
S-f1ffee,A-96215d,2024-09-30,,Enterprise,16,3184,38208,False,False,False,False,annual,False,93
S-cc30c5,A-b78bf8,2024-11-17,,Basic,33,627,7524,False,False,False,False,monthly,True,45
S-9fa60e,A-712426,2024-12-15,,Basic,9,171,2052,False,False,False,False,annual,True,17
S-44c2c1,A-2d1036,2024-08-02,,Pro,69,3381,40572,False,False,True,False,annual,True,152
S-3d6648,A-e2cd1b,2024-10-05,,Enterprise,15,0,0,True,False,False,False,monthly,True,88
S-d97fa8,A-508199,2024-02-20,,Basic,19,361,4332,False,False,False,False,monthly,True,316
S-398291,A-acb7f7,2024-07-15,,Enterprise,32,6368,76416,False,False,False,False,monthly,True,170
S-d7ee6f,A-35083d,2023-08-10,,Enterprise,19,3781,45372,False,True,False,False,annual,True,510
S-3663bb,A-de24d5,2024-12-19,,Enterprise,5,0,0,True,False,False,False,monthly,True,13
S-81cd46,A-ced9aa,2024-10-11,,Enterprise,6,1194,14328,False,False,False,False,annual,True,82
S-e6678a,A-54ecc2,2023-08-16,,Pro,4,196,2352,False,False,False,False,annual,False,504
S-69b66d,A-6da850,2024-01-08,,Basic,25,475,5700,False,True,False,False,annual,True,359
S-68565b,A-5c046d,2024-12-02,,Basic,93,1767,21204,False,False,False,False,annual,False,30
S-00b0bc,A-089363,2024-12-12,,Enterprise,9,0,0,True,False,False,False,annual,True,20
S-f6ca9e,A-c7ffc2,2024-10-27,,Enterprise,30,5970,71640,False,False,False,False,annual,True,66
S-8fd696,A-dec005,2024-11-15,2024-12-03,Enterprise,54,10746,128952,False,False,False,True,annual,False,18
S-71cb15,A-2d4502,2024-12-12,,Enterprise,34,6766,81192,False,False,False,False,annual,True,20
S-37dc91,A-a1bbb6,2024-10-04,,Pro,15,0,0,True,False,False,False,annual,True,89
S-6cf72f,A-a8d89d,2024-09-24,,Basic,17,0,0,True,True,False,False,monthly,True,99
S-117d65,A-86902e,2024-11-30,,Basic,34,646,7752,False,False,False,False,annual,True,32
S-529f0c,A-592832,2024-11-28,2024-12-10,Pro,18,0,0,True,False,False,True,monthly,True,12
S-3d58c6,A-054577,2024-06-15,,Basic,34,646,7752,False,False,False,False,monthly,True,200
S-b33593,A-7641d3,2023-10-02,,Pro,11,0,0,True,False,False,False,monthly,False,457
S-c6287d,A-075038,2024-07-25,,Pro,17,833,9996,False,False,False,False,monthly,True,160
S-a2cd6a,A-508199,2024-12-11,,Enterprise,19,0,0,True,False,False,False,monthly,True,21
S-30a9dd,A-417d2f,2024-10-30,,Basic,8,0,0,True,False,False,False,annual,True,63
S-eef0cd,A-600734,2024-01-13,,Pro,29,1421,17052,False,False,False,False,annual,True,354
S-15a897,A-d26ab4,2024-11-08,,Enterprise,9,0,0,True,False,False,False,annual,False,54
S-9ee11d,A-104f1a,2024-10-11,,Pro,24,1176,14112,False,False,False,False,monthly,True,82
S-f76252,A-560d27,2024-10-07,,Basic,23,437,5244,False,False,False,False,annual,True,86
S-d920e7,A-bc4d48,2024-11-28,,Enterprise,35,6965,83580,False,False,False,False,annual,False,34
S-75985b,A-3793ee,2023-11-25,,Enterprise,49,0,0,True,False,False,False,monthly,True,403
S-765a5f,A-c9bb3e,2024-04-01,2024-04-02,Pro,35,1715,20580,False,False,False,True,annual,True,1
S-c318ea,A-ccb686,2024-08-17,,Enterprise,10,1990,23880,False,False,False,False,monthly,True,137
S-964542,A-a8b49c,2024-09-25,,Enterprise,12,2388,28656,False,False,False,False,annual,True,98
S-6c4770,A-fa3095,2023-09-18,,Enterprise,70,0,0,True,False,False,False,monthly,True,471
S-694277,A-34d880,2024-10-11,,Enterprise,4,796,9552,False,False,False,False,monthly,True,82
S-97fab7,A-8ed5dd,2024-03-27,2024-10-08,Basic,5,95,1140,False,False,False,True,annual,False,195
S-fb4fae,A-39b19f,2024-03-25,2024-05-01,Enterprise,41,8159,97908,False,False,False,True,monthly,True,37
S-7b211a,A-e5d6ab,2024-11-10,,Pro,32,1568,18816,False,False,False,False,annual,True,52
S-da9362,A-b2225d,2024-05-21,,Basic,47,893,10716,False,False,False,False,annual,True,225
S-79b038,A-b07b56,2024-11-29,,Basic,25,475,5700,False,False,False,False,annual,True,33
S-9a6a1b,A-c16b88,2024-03-09,,Pro,23,0,0,True,False,False,False,annual,True,298
S-82348a,A-4e960a,2024-04-02,,Basic,12,0,0,True,False,False,False,annual,False,274
S-df0314,A-39ddf4,2024-12-21,,Pro,40,1960,23520,False,False,False,False,monthly,True,11
S-dd5a4c,A-716841,2024-05-13,,Basic,161,3059,36708,False,False,False,False,annual,True,233
S-54bb4e,A-54d94a,2023-12-16,,Basic,55,1045,12540,False,False,False,False,monthly,True,382
S-d98caa,A-09316c,2024-12-29,,Enterprise,70,13930,167160,False,False,False,False,annual,True,3
S-eea4ae,A-ffc04f,2024-09-14,,Pro,13,0,0,True,False,False,False,monthly,False,109
S-bd02dd,A-eb7fac,2023-12-26,,Pro,12,588,7056,False,False,False,False,monthly,True,372
S-6d4050,A-854864,2024-12-09,,Enterprise,20,3980,47760,False,False,False,False,monthly,True,23
S-3bb329,A-1e1b80,2024-07-21,,Pro,50,2450,29400,False,False,False,False,monthly,True,164
S-f639fb,A-9f2731,2024-10-12,,Pro,27,0,0,True,False,False,False,monthly,True,81
S-466093,A-883b7d,2024-08-17,,Basic,78,1482,17784,False,False,False,False,annual,True,137
S-8bbfcd,A-eb1312,2024-12-02,,Basic,25,475,5700,False,False,False,False,annual,False,30
S-ff23a7,A-35083d,2024-08-04,,Pro,48,0,0,True,False,False,False,monthly,True,150
S-c92099,A-7f4db3,2024-12-08,2024-12-14,Enterprise,24,4776,57312,False,False,False,True,annual,True,6
S-188518,A-86fc1d,2024-11-08,,Enterprise,26,0,0,True,False,False,False,monthly,True,54
S-4f8c90,A-32fb14,2024-03-18,,Basic,29,551,6612,False,False,False,False,annual,True,289
S-495e57,A-bbc346,2024-08-31,2024-10-26,Pro,20,980,11760,False,True,False,True,annual,True,56
S-3fbf9e,A-00bed1,2024-04-06,,Pro,28,1372,16464,False,False,False,False,monthly,True,270
S-15be1c,A-b20d99,2024-09-26,,Pro,27,1323,15876,False,False,False,False,monthly,True,97
S-a18ab0,A-309e54,2024-12-21,,Pro,15,735,8820,False,False,False,False,monthly,True,11
S-008cab,A-202b67,2024-05-31,,Pro,11,539,6468,False,False,False,False,monthly,False,215
S-09950d,A-5f2961,2024-11-27,,Enterprise,7,1393,16716,False,False,False,False,annual,True,35
S-8b24a0,A-309e54,2024-12-29,2024-12-30,Pro,33,1617,19404,False,False,False,True,monthly,True,1
S-648618,A-726cfa,2023-09-07,,Pro,21,1029,12348,False,False,False,False,monthly,False,482
S-d9659f,A-aa9511,2024-07-04,,Enterprise,23,4577,54924,False,False,False,False,annual,False,181
S-ddbad0,A-bad8c1,2023-09-16,,Basic,42,798,9576,False,False,False,False,monthly,True,473
S-1f9da0,A-977ca0,2023-10-15,,Basic,11,209,2508,False,False,False,False,monthly,False,444
S-74f146,A-18793f,2024-12-23,,Pro,148,7252,87024,False,False,False,False,monthly,True,9
S-e0179e,A-69fad4,2024-03-24,,Pro,13,0,0,True,False,False,False,monthly,True,283
S-8055fa,A-09540c,2024-08-03,2024-11-29,Basic,67,1273,15276,False,False,False,True,monthly,True,118
S-c1446e,A-9289f6,2023-11-15,,Enterprise,22,0,0,True,False,False,False,monthly,True,413
S-27e9ad,A-05f0e5,2023-10-18,,Basic,32,608,7296,False,False,False,False,annual,True,441
S-c08805,A-6f8ad2,2024-09-03,2024-10-03,Pro,18,882,10584,False,False,False,True,annual,True,30
S-4012d6,A-f92792,2024-10-31,,Pro,15,735,8820,False,True,False,False,annual,True,62
S-4236fa,A-4437e4,2023-11-17,,Basic,17,323,3876,False,False,False,False,monthly,True,411
S-a87c2f,A-4ae22a,2024-05-28,2024-10-14,Enterprise,28,5572,66864,False,False,False,True,annual,False,139
S-3df6ee,A-afa505,2024-05-10,,Enterprise,70,13930,167160,False,False,False,False,monthly,True,236
S-ca9532,A-309e54,2024-12-14,,Enterprise,15,2985,35820,False,False,False,False,annual,True,18
S-be42e1,A-9f2731,2024-10-22,,Pro,39,0,0,True,False,False,False,annual,True,71
S-7d4d45,A-474ad4,2023-12-20,,Basic,17,323,3876,False,False,False,False,annual,True,378
S-3c5dab,A-7da956,2024-08-13,,Basic,13,247,2964,False,False,False,False,monthly,True,141
S-e43d0d,A-de24d5,2024-11-18,,Enterprise,37,7363,88356,False,False,False,False,annual,True,44
S-f5df4a,A-58b9ff,2024-06-26,,Pro,6,294,3528,False,False,False,False,annual,False,189
S-9925b9,A-cea1f0,2024-06-01,,Basic,25,475,5700,False,False,True,False,annual,False,214
S-1ff580,A-6965e1,2024-12-26,,Enterprise,13,2587,31044,False,False,False,False,monthly,False,6
S-f40285,A-bb1eaa,2024-07-28,,Basic,21,399,4788,False,False,False,False,monthly,True,157
S-c59502,A-bf7919,2024-12-07,,Enterprise,3,597,7164,False,False,False,False,monthly,True,25
S-54283b,A-4c56c9,2024-08-27,2024-11-03,Enterprise,49,9751,117012,False,False,False,True,monthly,True,68
S-b48787,A-02fac6,2023-10-21,,Pro,22,1078,12936,False,False,False,False,annual,True,438
S-d859b7,A-66224b,2024-12-30,,Enterprise,92,0,0,True,False,False,False,annual,True,2
S-49d73e,A-f44180,2024-06-30,,Enterprise,35,0,0,True,False,False,False,annual,True,185
S-dfad0a,A-7d514c,2024-09-08,,Basic,17,0,0,True,False,False,False,monthly,True,115
S-dec1fb,A-297a2d,2023-08-30,,Enterprise,36,7164,85968,False,True,False,False,monthly,False,490
S-90a6c9,A-c37cab,2024-10-18,,Pro,46,0,0,True,False,False,False,monthly,True,75
S-e339fb,A-c1e51e,2024-10-31,2024-12-18,Enterprise,14,2786,33432,False,False,False,True,annual,True,48
S-f4a92a,A-ccb686,2024-02-02,,Pro,14,686,8232,False,False,False,False,annual,False,334
S-d1f7ad,A-c222ab,2024-10-31,2024-11-29,Basic,32,608,7296,False,False,False,True,annual,False,29
S-81fc45,A-5a215a,2024-02-05,,Pro,87,0,0,True,False,False,False,annual,True,331
S-a25ed2,A-65aeb5,2024-08-19,2024-09-25,Enterprise,9,1791,21492,False,False,False,True,monthly,True,37
S-51b3ed,A-702032,2024-10-28,,Basic,28,532,6384,False,True,False,False,annual,True,65
S-d604ec,A-67be94,2023-08-29,,Basic,26,494,5928,False,False,False,False,monthly,True,491
S-864b0c,A-f25509,2024-07-14,,Enterprise,32,6368,76416,False,False,False,False,annual,True,171
S-4c4852,A-71615e,2024-11-06,,Basic,73,0,0,True,False,False,False,monthly,True,56
S-7576bd,A-354f12,2024-10-18,,Enterprise,9,1791,21492,False,False,False,False,annual,True,75
S-b41269,A-e5d6ab,2024-03-23,,Enterprise,15,2985,35820,False,False,False,False,annual,True,284
S-786a36,A-5ed98d,2024-07-18,,Enterprise,24,4776,57312,False,False,False,False,annual,True,167
S-264c8a,A-34d880,2024-06-26,,Enterprise,7,0,0,True,False,False,False,monthly,True,189
S-196e49,A-0b0d6d,2024-12-30,,Basic,12,228,2736,False,False,False,False,monthly,True,2
S-cda242,A-71615e,2024-10-10,,Pro,22,1078,12936,False,True,False,False,annual,True,83
S-c3d6a2,A-7f29a7,2024-12-03,,Basic,41,779,9348,False,False,False,False,annual,True,29
S-43c737,A-65aeb5,2024-09-01,,Enterprise,9,1791,21492,False,False,False,False,annual,True,122
S-021ca9,A-9affe6,2024-10-01,,Basic,18,342,4104,False,False,False,False,monthly,True,92
S-576aec,A-7e0a10,2023-12-07,,Pro,46,2254,27048,False,False,False,False,monthly,False,391
S-6485d5,A-ac9111,2024-06-16,,Enterprise,21,4179,50148,False,False,False,False,monthly,True,199
S-de7a48,A-ccc747,2024-10-15,2024-12-30,Pro,23,1127,13524,False,False,False,True,annual,True,76
S-7d5bf1,A-92a3af,2024-09-19,,Enterprise,27,5373,64476,False,False,False,False,monthly,True,104
S-83ee75,A-439b2f,2024-12-27,,Pro,26,1274,15288,False,True,False,False,monthly,True,5
S-5ddeef,A-712f1c,2024-01-28,,Pro,58,0,0,True,False,False,False,annual,False,339
S-25270a,A-de24d5,2024-12-15,,Enterprise,13,2587,31044,False,False,False,False,annual,True,17
S-7e09c4,A-118f1c,2024-12-21,2024-12-31,Basic,32,608,7296,False,False,False,True,annual,False,10
S-9efd1b,A-6a4e2d,2024-04-06,,Basic,20,380,4560,False,False,True,False,monthly,True,270
S-b8a3b6,A-e7beab,2024-07-24,,Pro,57,2793,33516,False,False,False,False,annual,True,161
S-1db3e6,A-c608c8,2024-08-28,,Basic,5,95,1140,False,False,False,False,monthly,True,126
S-17c51e,A-462d45,2024-11-25,2024-12-12,Pro,61,2989,35868,False,False,False,True,annual,True,17
S-b9fe85,A-2d1036,2024-07-03,,Enterprise,69,13731,164772,False,False,False,False,monthly,True,182
S-c62428,A-1f0636,2024-11-17,,Enterprise,105,20895,250740,False,False,False,False,annual,False,45
S-6eeae1,A-c70870,2024-12-29,,Pro,94,4606,55272,False,False,False,False,annual,True,3
S-79ef9b,A-4e960a,2024-04-02,,Enterprise,23,4577,54924,False,False,False,False,annual,True,274
S-0455a5,A-993085,2024-10-22,2024-11-10,Enterprise,42,8358,100296,False,True,False,True,monthly,False,19
S-ae093b,A-d27f50,2024-11-29,,Enterprise,44,0,0,True,False,False,False,monthly,True,33
S-72e73f,A-dbc825,2024-01-26,,Enterprise,19,3781,45372,False,True,False,False,annual,False,341
S-8c118d,A-b179bf,2024-10-27,,Pro,43,0,0,True,False,False,False,monthly,True,66
S-ab7a04,A-098560,2024-09-05,,Basic,7,133,1596,False,False,False,False,annual,True,118
S-761518,A-00cac8,2024-09-05,,Pro,8,392,4704,False,False,False,False,monthly,True,118
S-f49f24,A-ccc747,2024-07-14,,Pro,16,784,9408,False,False,False,False,annual,False,171
S-22083e,A-6e7827,2024-12-19,,Pro,17,833,9996,False,False,False,False,annual,True,13
S-c14eeb,A-fce879,2024-09-28,,Basic,33,627,7524,False,False,False,False,monthly,True,95
S-804965,A-157070,2024-03-31,,Enterprise,35,6965,83580,False,False,False,False,monthly,True,276
S-19abcf,A-940b8b,2024-09-10,,Pro,17,833,9996,False,False,False,False,annual,True,113
S-004d19,A-bece89,2024-03-03,,Enterprise,26,5174,62088,False,False,False,False,annual,True,304
S-11939f,A-40906c,2024-10-14,,Basic,92,1748,20976,False,False,False,False,monthly,True,79
S-6cea1b,A-158f4e,2024-11-18,,Pro,61,2989,35868,False,False,False,False,monthly,True,44
S-74be40,A-a8d89d,2024-04-12,,Enterprise,13,2587,31044,False,True,False,False,monthly,False,264
S-8f9410,A-098560,2024-07-19,,Enterprise,3,597,7164,False,False,False,False,annual,True,166
S-395a98,A-c7e58b,2024-07-29,,Basic,16,304,3648,False,False,False,False,monthly,True,156
S-151b22,A-533452,2024-12-18,,Basic,9,171,2052,False,False,False,False,annual,True,14
S-6b0789,A-34d880,2024-07-04,,Pro,14,686,8232,False,False,False,False,monthly,True,181
S-f94b9b,A-82861f,2024-10-16,2024-11-08,Pro,41,2009,24108,False,False,False,True,annual,True,23
S-0e068c,A-40de06,2024-09-13,,Basic,60,1140,13680,False,False,False,False,annual,True,110
S-212fc4,A-c608c8,2023-10-15,,Enterprise,6,1194,14328,False,False,False,False,monthly,True,444
S-eec056,A-c222ab,2024-10-07,,Basic,32,608,7296,False,True,False,False,monthly,True,86
S-28e360,A-ad64c6,2024-11-20,,Enterprise,28,5572,66864,False,False,False,False,annual,True,42
S-52119f,A-02fac6,2023-11-20,,Enterprise,22,4378,52536,False,False,False,False,monthly,True,408
S-008f3c,A-e98302,2024-12-23,2024-12-28,Pro,58,2842,34104,False,False,False,True,annual,True,5
S-82c91a,A-462d45,2024-12-10,,Pro,30,1470,17640,False,False,False,False,annual,True,22
S-fcab86,A-9f0b68,2024-08-04,,Enterprise,17,3383,40596,False,False,False,False,annual,True,150
S-92b77f,A-7dacce,2024-11-27,,Pro,12,588,7056,False,False,False,False,annual,False,35
S-099dbc,A-812c5b,2024-07-21,,Pro,55,2695,32340,False,False,False,False,monthly,True,164
S-da7f1f,A-1f0ac7,2023-12-04,,Pro,24,1176,14112,False,False,False,False,monthly,False,394
S-62641a,A-4c56c9,2024-11-29,2024-12-03,Enterprise,18,3582,42984,False,False,False,True,monthly,False,4
S-2c3b6d,A-a2485e,2024-12-05,,Enterprise,17,3383,40596,False,False,False,False,annual,True,27
S-3e0c24,A-271f46,2023-03-29,,Basic,38,722,8664,False,False,False,False,annual,True,644
S-9d7fa9,A-a865bd,2024-01-17,,Pro,38,1862,22344,False,False,False,False,monthly,True,350
S-9f13f8,A-f3ff05,2024-10-07,,Basic,2,38,456,False,False,False,False,annual,True,86
S-0359cf,A-afa505,2024-02-10,,Pro,70,0,0,True,False,False,False,annual,False,326
S-f29976,A-977ca0,2023-06-10,,Pro,6,0,0,True,False,False,False,annual,True,571
S-23281c,A-69fad4,2023-07-24,,Basic,15,285,3420,False,False,False,False,monthly,True,527
S-b4536d,A-7a0d69,2024-11-20,,Basic,20,380,4560,False,False,False,False,annual,True,42
S-e5a001,A-922109,2024-10-20,,Basic,9,0,0,True,False,False,False,monthly,True,73
S-d56a2c,A-751bd4,2024-10-29,,Pro,35,0,0,True,False,False,False,annual,True,64
S-5ab139,A-30b4ca,2024-05-24,,Enterprise,86,17114,205368,False,False,False,False,annual,True,222
S-1e5fd7,A-ac9111,2024-10-18,,Basic,21,399,4788,False,False,False,False,monthly,True,75
S-1c7a41,A-4f18f0,2024-12-20,,Basic,24,456,5472,False,False,False,False,monthly,True,12
S-b7feb8,A-075038,2024-05-08,,Basic,37,703,8436,False,False,False,False,annual,False,238
S-b89456,A-13466a,2024-09-01,2024-12-31,Enterprise,4,796,9552,False,False,False,True,monthly,True,121
S-e93577,A-bb2f49,2024-11-14,,Pro,85,4165,49980,False,True,False,False,monthly,True,48
S-69a2d8,A-dcc2f0,2023-12-03,,Pro,15,735,8820,False,False,False,False,monthly,True,395
S-00fb6e,A-c16101,2024-10-22,,Basic,13,247,2964,False,False,False,False,monthly,True,71
S-26bc22,A-59f724,2024-07-23,,Enterprise,3,597,7164,False,True,False,False,annual,False,162
S-77ba64,A-bd4513,2024-11-16,,Basic,66,1254,15048,False,True,False,False,annual,True,46
S-6f04a4,A-417d2f,2024-09-14,,Pro,4,196,2352,False,False,False,False,monthly,True,109
S-0268ba,A-9f0b68,2024-07-20,,Enterprise,33,6567,78804,False,False,False,False,annual,True,165
